h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8"
1,"$59,77","$67,01","$74,25","$81,40","$88,66","$95,90","$103,05","$110,29","$117,54","$124,69","$131,94","$139,08","$146,03","$153,34","$161,00","$169,05","$177,51","$184,61","$191,99","$199,67","$207,66","$215,96","$224,60","$233,59"
"1,2","$67,32","$75,65","$83,89","$92,24","$100,47","$108,71","$117,04","$125,29","$133,63","$141,86","$150,10","$158,44","$166,37","$174,69","$183,42","$192,59","$202,22","$210,31","$218,72","$227,47","$236,57","$246,03","$255,87","$266,11"
"1,4","$74,95","$84,28","$97,37","$105,00","$114,53","$124,05","$133,57","$140,29","$155,69","$165,39","$175,10","$184,81","$194,05","$203,76","$213,94","$224,64","$235,87","$245,31","$255,12","$265,33","$275,94","$286,98","$298,45","$310,39"
"1,6","$82,50","$92,82","$105,32","$118,22","$126,58","$139,90","$147,84","$155,37","$172,42","$183,16","$195,85","$206,80","$217,14","$228,00","$239,40","$251,37","$263,94","$274,50","$285,48","$296,90","$308,77","$321,12","$333,97","$347,33"
"1,8","$90,04","$101,47","$115,24","$126,98","$138,64","$150,38","$162,01","$170,35","$189,15","$201,01","$213,00","$224,97","$236,22","$248,03","$260,43","$273,46","$287,13","$298,61","$310,56","$322,98","$335,90","$349,34","$363,31","$377,84"
2,"$97,59","$110,10","$122,71","$135,21","$147,71","$160,33","$172,84","$185,35","$205,89","$218,89","$231,89","$245,01","$257,26","$270,12","$283,63","$297,81","$312,70","$325,20","$338,21","$351,74","$365,81","$380,44","$395,66","$411,49"
"2,2","$105,14","$118,74","$132,33","$145,94","$159,55","$173,14","$186,83","$200,43","$218,32","$232,18","$246,07","$259,94","$272,94","$286,59","$300,91","$315,96","$331,76","$345,03","$358,83","$373,18","$388,11","$403,63","$419,78","$436,57"
"2,4","$112,67","$127,38","$142,06","$156,76","$174,78","$193,49","$204,74","$215,42","$230,12","$244,81","$259,42","$274,10","$287,81","$302,20","$317,31","$333,17","$349,83","$363,83","$378,38","$393,51","$409,26","$425,63","$442,65","$460,36"
"2,6","$120,21","$136,01","$151,69","$167,48","$186,83","$202,92","$219,02","$230,42","$246,20","$261,88","$277,67","$293,46","$308,13","$323,54","$339,71","$356,70","$374,53","$389,52","$405,10","$421,30","$438,15","$455,68","$473,91","$492,86"
"2,8","$127,77","$144,55","$161,41","$178,20","$198,88","$216,09","$233,21","$245,41","$262,29","$279,07","$295,84","$312,72","$328,35","$344,77","$362,01","$380,11","$399,12","$415,08","$431,68","$448,95","$466,91","$485,59","$505,01","$525,21"
3,"$135,32","$153,18","$171,05","$188,92","$211,03","$233,75","$247,48","$260,50","$278,36","$296,24","$314,10","$331,97","$348,57","$366,00","$384,30","$403,51","$423,69","$440,63","$458,26","$476,59","$495,65","$515,48","$536,10","$557,54"
"3,2","$144,79","$163,90","$183,03","$202,15","$225,80","$250,11","$264,80","$278,73","$297,84","$316,97","$336,09","$355,21","$372,97","$391,62","$411,20","$431,76","$453,34","$471,48","$490,34","$509,95","$530,35","$551,56","$573,62","$596,57"
"3,4","$154,93","$175,38","$195,84","$216,30","$241,60","$267,62","$283,34","$298,24","$318,69","$339,16","$359,61","$380,07","$399,07","$419,03","$439,98","$461,98","$485,08","$504,48","$524,66","$545,65","$567,47","$590,17","$613,78","$638,33"
"3,6","$165,77","$187,65","$209,55","$231,44","$258,52","$286,35","$303,17","$319,12","$341,00","$362,90","$384,78","$406,68","$427,01","$448,36","$470,78","$494,32","$519,03","$539,79","$561,39","$583,84","$607,20","$631,48","$656,74","$683,01"
"3,8","$177,38","$200,79","$224,21","$247,64","$276,61","$306,40","$324,39","$341,46","$364,87","$388,31","$411,72","$435,14","$456,90","$479,75","$503,73","$528,92","$555,37","$577,58","$600,68","$624,71","$649,70","$675,69","$702,71","$730,82"
4,"$189,80","$214,85","$239,91","$264,97","$295,98","$327,84","$347,10","$365,36","$390,41","$415,49","$440,54","$465,60","$488,88","$513,33","$538,99","$565,94","$594,24","$618,01","$642,73","$668,44","$695,18","$722,99","$751,90","$781,98"
"4,2","$203,08","$229,88","$256,70","$283,52","$316,69","$350,79","$371,40","$390,94","$417,74","$444,57","$471,38","$498,20","$523,11","$549,26","$576,72","$605,56","$635,84","$661,27","$687,72","$715,23","$743,84","$773,59","$804,54","$836,72"
"4,4","$217,30","$245,98","$274,67","$303,37","$338,86","$375,35","$397,40","$418,30","$446,98","$475,69","$504,37","$533,07","$559,72","$587,71","$617,09","$647,95","$680,35","$707,56","$735,86","$765,30","$795,91","$827,75","$860,86","$895,29"
"4,5","$224,90","$254,59","$284,29","$313,99","$350,72","$388,49","$411,30","$432,94","$462,63","$492,34","$522,03","$551,73","$579,31","$608,28","$638,69","$670,63","$704,16","$732,33","$761,62","$792,08","$823,77","$856,72","$890,99","$926,63"
