h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8"
1,"$54,33","$60,91","$67,51","$74,01","$80,60","$87,18","$93,68","$100,27","$106,85","$113,35","$119,94","$126,44","$132,76","$139,40","$146,37","$153,69","$161,38","$167,83","$174,54","$181,53","$188,79","$196,34","$204,19","$212,36"
"1,2","$61,20","$68,77","$76,26","$83,84","$91,33","$98,82","$106,40","$113,90","$121,48","$128,97","$136,45","$144,05","$151,25","$158,81","$166,75","$175,09","$183,84","$191,20","$198,84","$206,80","$215,07","$223,67","$232,62","$241,92"
"1,4","$68,14","$76,62","$88,52","$95,46","$104,11","$112,77","$121,43","$127,52","$141,53","$150,36","$159,19","$168,01","$176,41","$185,23","$194,50","$204,22","$214,43","$223,01","$231,93","$241,21","$250,86","$260,89","$271,33","$282,18"
"1,6","$74,99","$84,38","$95,74","$107,48","$115,07","$127,18","$134,39","$141,24","$156,75","$166,51","$178,05","$188,01","$197,41","$207,28","$217,64","$228,52","$239,95","$249,55","$259,53","$269,91","$280,71","$291,93","$303,61","$315,76"
"1,8","$81,86","$92,24","$104,75","$115,43","$126,03","$136,71","$147,29","$154,87","$171,96","$182,74","$193,63","$204,52","$214,74","$225,48","$236,75","$248,59","$261,02","$271,46","$282,32","$293,61","$305,36","$317,57","$330,27","$343,49"
2,"$88,72","$100,09","$111,56","$122,92","$134,28","$145,76","$157,13","$168,50","$187,16","$198,99","$210,81","$222,74","$233,87","$245,57","$257,85","$270,74","$284,28","$295,65","$307,47","$319,77","$332,56","$345,86","$359,70","$374,09"
"2,2","$95,57","$107,94","$120,30","$132,67","$145,03","$157,39","$169,85","$182,21","$198,48","$211,08","$223,70","$236,30","$248,12","$260,52","$273,55","$287,23","$301,59","$313,65","$326,20","$339,25","$352,82","$366,93","$381,61","$396,87"
"2,4","$102,42","$115,79","$129,14","$142,50","$158,89","$175,89","$186,13","$195,84","$209,20","$222,55","$235,83","$249,19","$261,65","$274,73","$288,47","$302,89","$318,03","$330,76","$343,99","$357,74","$372,05","$386,94","$402,41","$418,51"
"2,6","$109,29","$123,65","$137,90","$152,25","$169,85","$184,47","$199,12","$209,47","$223,82","$238,07","$252,42","$266,78","$280,12","$294,13","$308,83","$324,27","$340,49","$354,11","$368,27","$383,00","$398,32","$414,25","$430,82","$448,06"
"2,8","$116,15","$131,41","$146,74","$162,00","$180,80","$196,44","$212,02","$223,11","$238,45","$253,69","$268,94","$284,29","$298,50","$313,43","$329,10","$345,56","$362,83","$377,35","$392,44","$408,14","$424,47","$441,44","$459,10","$477,47"
3,"$123,01","$139,26","$155,51","$171,74","$191,84","$212,50","$224,97","$236,82","$253,05","$269,30","$285,55","$301,79","$316,88","$332,72","$349,36","$366,83","$385,17","$400,58","$416,60","$433,26","$450,59","$468,62","$487,36","$506,86"
"3,2","$130,39","$147,61","$164,84","$182,05","$203,35","$225,25","$238,47","$251,03","$268,23","$285,46","$302,68","$319,90","$335,89","$352,69","$370,32","$388,84","$408,28","$424,61","$441,59","$459,26","$477,63","$496,73","$516,60","$537,27"
"3,4","$138,22","$156,47","$174,73","$192,97","$215,55","$238,76","$252,78","$266,09","$284,33","$302,59","$320,84","$339,09","$356,05","$373,85","$392,54","$412,17","$432,78","$450,09","$468,09","$486,81","$506,29","$526,54","$547,60","$569,50"
"3,6","$146,51","$165,86","$185,21","$204,55","$228,48","$253,09","$267,95","$282,05","$301,39","$320,75","$340,09","$359,44","$377,41","$396,28","$416,09","$436,90","$458,74","$477,09","$496,18","$516,02","$536,66","$558,13","$580,46","$603,67"
"3,8","$155,30","$175,81","$196,33","$216,82","$242,19","$268,28","$284,02","$298,98","$319,47","$339,99","$360,50","$381,00","$400,05","$420,06","$441,06","$463,11","$486,27","$505,72","$525,95","$546,98","$568,86","$591,62","$615,28","$639,89"
4,"$164,62","$186,36","$208,11","$229,83","$256,72","$284,37","$301,06","$316,92","$338,64","$360,39","$382,13","$403,86","$424,06","$445,26","$467,52","$490,90","$515,44","$536,06","$557,50","$579,80","$603,00","$627,12","$652,20","$678,29"
"4,2","$174,50","$197,54","$220,59","$243,62","$272,13","$301,43","$319,13","$335,93","$358,96","$382,01","$405,05","$428,09","$449,50","$471,97","$495,57","$520,35","$546,37","$568,22","$590,95","$614,59","$639,18","$664,74","$691,33","$718,99"
"4,4","$184,97","$209,39","$233,83","$258,24","$288,45","$319,52","$338,28","$356,09","$380,49","$404,93","$429,36","$453,78","$476,47","$500,29","$525,31","$551,57","$579,15","$602,32","$626,41","$651,47","$677,53","$704,63","$732,81","$762,12"
"4,5","$190,51","$215,67","$240,84","$265,98","$297,11","$329,11","$348,42","$366,77","$391,91","$417,08","$442,24","$467,39","$490,76","$515,30","$541,07","$568,12","$596,53","$620,39","$645,20","$671,01","$697,85","$725,77","$754,80","$784,99"
