h,"0,4","0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8"
"0,5","$29,34","$32,42","$36,72","$40,91","$45,22","$49,43","$53,72","$58,02","$62,23","$66,53","$70,74","$75,03","$79,24","$84,00","$89,04"
"0,6","$32,78","$36,26","$41,00","$45,76","$50,49","$55,34","$60,08","$64,83","$69,56","$74,33","$79,06","$83,81","$88,55","$93,86","$99,49"
"0,7","$36,22","$40,11","$45,40","$50,59","$55,88","$61,15","$66,35","$71,62","$76,91","$82,10","$87,38","$92,67","$97,86","$103,73","$109,95"
"0,8","$39,00","$43,96","$49,69","$55,42","$61,24","$66,96","$72,71","$78,43","$84,25","$89,98","$95,72","$101,45","$107,27","$113,71","$120,53"
"0,9","$42,37","$47,81","$54,08","$60,25","$66,53","$72,79","$79,06","$85,33","$91,50","$97,78","$104,04","$110,31","$116,58","$123,57","$130,98"
1,"$45,76","$51,65","$58,38","$65,10","$71,90","$78,61","$85,41","$92,14","$98,85","$105,65","$112,36","$119,10","$125,88","$133,43","$141,44"
"1,1","$49,23","$57,73","$64,03","$71,33","$78,72","$86,13","$93,51","$98,94","$106,18","$113,44","$120,69","$127,95","$135,20","$143,31","$151,91"
"1,2","$53,63","$62,23","$70,42","$77,75","$85,85","$92,06","$100,00","$105,74","$113,53","$121,23","$129,02","$136,73","$144,51","$153,18","$162,38"
"1,3","$57,63","$66,28","$74,92","$83,67","$91,44","$100,01","$108,58","$112,64","$120,87","$129,11","$137,34","$145,58","$153,82","$163,04","$172,83"
"1,4","$60,62","$70,32","$79,54","$88,74","$96,94","$106,06","$113,43","$119,44","$128,21","$136,90","$145,68","$154,45","$163,13","$172,92","$183,29"
"1,5","$63,14","$73,65","$83,24","$92,93","$102,53","$110,50","$119,36","$126,26","$135,47","$144,78","$154,00","$163,23","$172,44","$182,79","$193,75"
"1,6","$66,21","$76,54","$87,81","$97,97","$106,46","$115,89","$125,85","$133,14","$142,81","$152,57","$162,32","$172,08","$181,76","$192,67","$204,23"
"1,7","$69,68","$80,10","$90,95","$101,49","$111,41","$121,83","$132,33","$139,94","$150,14","$160,36","$170,65","$180,87","$191,07","$202,53","$214,68"
"1,8","$71,62","$82,38","$93,13","$103,86","$114,61","$125,26","$136,00","$146,75","$157,49","$168,24","$178,98","$189,72","$200,47","$212,50","$225,25"
"1,9","$74,94","$86,22","$97,41","$108,70","$119,88","$131,17","$142,36","$153,55","$164,83","$176,03","$187,31","$198,50","$209,79","$222,38","$235,72"
2,"$78,35","$90,07","$101,81","$113,53","$125,26","$137,00","$148,73","$160,45","$172,19","$183,91","$195,65","$207,37","$219,10","$232,24","$246,18"
"2,1","$81,66","$93,92","$106,11","$118,36","$130,54","$142,81","$154,98","$167,25","$179,52","$191,70","$203,97","$216,15","$228,40","$242,10","$256,63"
"2,2","$84,98","$97,78","$110,49","$123,20","$135,92","$148,62","$161,34","$174,05","$186,76","$199,57","$212,29","$225,00","$237,71","$251,97","$267,09"
"2,3","$88,37","$101,27","$114,16","$127,04","$139,94","$152,84","$165,73","$178,62","$191,52","$204,41","$217,31","$230,19","$243,09","$257,67","$273,13"
