h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3"
"0,5","$33,99","$37,11","$41,50","$45,82","$50,13","$54,52","$58,84","$63,24","$67,54","$71,85","$76,26","$80,58","$84,98","$89,28","$93,59","$98,00","$102,30","$106,70","$111,02"
"0,6","$34,11","$37,95","$42,45","$46,85","$51,34","$55,85","$60,35","$64,85","$69,33","$73,73","$78,21","$82,73","$87,21","$91,71","$96,12","$100,62","$105,11","$109,62","$114,10"
"0,7","$34,78","$38,79","$43,37","$47,98","$52,57","$57,15","$61,83","$66,41","$71,03","$75,60","$80,29","$84,88","$89,49","$94,07","$98,66","$103,33","$107,92","$112,53","$117,11"
"0,8","$34,86","$39,53","$44,31","$49,01","$53,78","$58,55","$63,24","$68,01","$72,80","$77,48","$82,26","$87,03","$91,71","$96,49","$101,29","$105,96","$110,74","$115,43","$120,20"
"0,9","$35,50","$40,38","$45,25","$50,13","$54,99","$59,86","$64,74","$69,61","$74,48","$79,34","$84,22","$89,10","$94,07","$98,92","$103,80","$108,68","$113,55","$118,42","$123,29"
1,"$37,61","$42,87","$48,04","$52,16","$57,33","$62,39","$66,23","$71,20","$76,26","$81,24","$86,30","$91,26","$96,31","$101,29","$106,33","$111,29","$116,36","$121,32","$126,38"
"1,1","$38,29","$43,66","$49,02","$53,32","$58,58","$63,84","$67,75","$72,89","$77,95","$83,09","$88,24","$93,39","$98,57","$103,71","$108,86","$114,02","$119,17","$124,22","$129,39"
"1,2","$39,08","$44,52","$49,97","$54,38","$59,83","$65,18","$69,14","$74,48","$79,73","$84,98","$90,31","$95,57","$100,82","$106,14","$111,40","$116,64","$121,98","$127,23","$132,47"
"1,3","$39,75","$45,85","$51,46","$56,62","$62,26","$67,82","$70,64","$76,09","$81,50","$86,85","$92,29","$97,71","$103,16","$108,48","$113,93","$119,36","$124,70","$130,12","$135,58"
"1,4","$40,44","$46,63","$52,43","$57,68","$63,54","$68,38","$72,15","$77,66","$83,19","$88,72","$94,25","$99,87","$105,39","$110,94","$116,47","$121,98","$127,50","$133,03","$138,66"
"1,5","$41,12","$47,06","$52,91","$58,85","$63,97","$69,30","$73,63","$79,26","$84,98","$90,59","$96,31","$101,94","$107,66","$113,37","$118,99","$124,70","$130,32","$136,05","$141,64"
"1,6","$41,90","$47,94","$53,88","$59,93","$64,68","$70,62","$75,05","$80,84","$86,66","$92,48","$98,29","$104,09","$109,89","$115,69","$121,52","$127,31","$133,13","$138,93","$144,74"
"1,7","$42,17","$48,73","$54,96","$60,25","$65,93","$72,05","$76,54","$82,54","$88,44","$94,35","$100,34","$106,24","$112,15","$118,14","$124,04","$130,03","$135,93","$141,83","$147,83"
"1,8","$42,43","$49,05","$55,40","$60,96","$67,19","$73,39","$78,03","$84,13","$90,22","$96,22","$102,30","$108,38","$114,48","$120,57","$126,57","$132,65","$138,74","$144,84","$150,92"
"1,9","$43,10","$49,49","$55,79","$62,13","$67,61","$74,16","$79,54","$85,72","$91,92","$98,10","$104,37","$110,55","$116,73","$122,93","$129,11","$135,37","$141,55","$147,73","$153,92"
2,"$43,26","$49,84","$56,23","$62,49","$68,31","$74,67","$80,94","$87,32","$93,69","$99,96","$106,33","$112,72","$118,99","$125,36","$131,73","$138,00","$144,36","$150,65","$157,01"
"2,1","$43,66","$50,13","$56,58","$63,05","$69,52","$75,98","$82,45","$88,92","$95,38","$101,85","$108,31","$114,77","$121,23","$127,80","$134,26","$140,72","$147,18","$153,65","$160,11"
"2,2","$44,31","$50,95","$57,53","$64,08","$70,74","$77,30","$83,94","$90,50","$97,15","$103,71","$110,36","$116,92","$123,56","$130,12","$136,79","$143,35","$150,00","$156,55","$163,20"
"2,3","$44,97","$51,72","$58,45","$65,21","$71,95","$78,69","$85,45","$92,18","$98,84","$105,58","$112,32","$119,08","$125,83","$132,55","$139,30","$146,05","$152,80","$159,46","$166,20"
"2,4","$45,71","$52,57","$59,40","$66,23","$73,16","$80,01","$86,85","$93,78","$100,62","$107,47","$114,39","$121,23","$128,06","$135,01","$141,83","$148,69","$155,52","$162,46","$169,30"
"2,5","$46,39","$53,39","$60,35","$67,35","$74,39","$81,31","$88,34","$95,38","$102,40","$109,33","$116,36","$123,38","$130,32","$137,35","$144,36","$151,39","$158,33","$165,36","$172,38"
"2,6","$47,04","$54,16","$61,27","$68,40","$75,60","$82,73","$89,84","$96,97","$104,09","$111,21","$118,32","$125,54","$132,65","$139,79","$146,91","$154,01","$161,13","$168,27","$175,47"
"2,7","$47,69","$54,99","$62,21","$69,52","$76,82","$84,03","$91,34","$98,57","$105,86","$113,08","$120,38",,,,,,,,
"2,8","$48,43","$55,85","$63,24","$70,54","$77,95","$85,35","$92,75","$100,14","$107,56","$114,96","$122,34",,,,,,,,
"2,9","$49,10","$56,58","$64,17","$71,67","$79,17","$86,76","$94,25","$101,85","$109,33","$116,83","$124,41",,,,,,,,
3,"$49,75","$57,42","$65,11","$72,70","$80,39","$88,07","$95,76","$103,43","$111,11","$118,71","$126,38",,,,,,,,
"3,1","$50,40","$58,28","$66,06","$73,83","$81,60","$89,39","$97,24","$105,02","$112,79","$120,57","$128,45",,,,,,,,
"3,2","$51,15","$59,03","$66,98","$74,84","$82,83","$90,78","$98,66","$106,61","$114,57","$122,44","$130,42",,,,,,,,
"3,3","$51,80","$59,86","$67,93","$75,98","$84,03","$92,10","$100,14","$108,21","$116,27","$124,32","$132,37",,,,,,,,
"3,4","$52,47","$60,70","$68,85","$77,10","$85,26","$93,39","$101,65","$109,81","$118,04","$126,19","$134,45",,,,,,,,
"3,5","$53,13","$61,47","$69,80","$78,13","$86,48","$94,81","$103,16","$111,49","$119,72","$128,06","$136,40",,,,,,,,
"3,6","$53,87","$62,30","$70,74","$79,26","$87,69","$96,12","$104,57","$113,08","$121,52","$129,94","$138,47",,,,,,,,
"3,7","$54,52","$63,15","$71,67","$80,29","$88,92","$97,44","$106,06","$114,66","$123,29","$131,82","$140,43",,,,,,,,
"3,8","$55,19","$63,89","$72,60","$81,41","$90,13","$98,84","$107,56","$116,27","$124,97","$133,68","$142,41",,,,,,,,
"3,9","$55,85","$64,74","$73,55","$82,45","$91,34","$100,14","$109,04","$117,85","$126,75","$135,58","$144,46",,,,,,,,
