h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3"
"0,5","$39,40","$42,83","$48,05","$53,27","$58,49","$63,71","$68,84","$74,06","$79,28","$84,50","$89,73","$94,94","$100,07","$105,29","$110,52","$115,73","$120,95","$126,09","$131,30"
"0,6","$39,63","$44,24","$49,63","$55,13","$60,52","$65,92","$71,40","$76,80","$82,29","$87,68","$93,08","$98,57","$103,96","$109,37","$114,86","$120,24","$125,74","$131,13","$136,52"
"0,7","$40,80","$45,56","$51,23","$56,89","$62,57","$68,22","$73,88","$79,54","$85,21","$90,87","$96,53","$102,19","$107,86","$113,52","$119,19","$124,85","$130,42","$136,08","$141,75"
"0,8","$41,15","$46,99","$52,82","$58,74","$64,59","$70,52","$76,36","$82,29","$88,12","$94,06","$99,89","$105,83","$111,66","$117,60","$123,43","$129,36","$135,19","$141,13","$146,97"
"0,9","$42,20","$48,40","$54,51","$60,62","$66,70","$72,82","$78,93","$85,04","$91,14","$97,24","$103,35","$109,44","$115,56","$121,66","$127,77","$133,87","$139,99","$146,07","$152,19"
1,"$45,09","$51,71","$58,33","$63,62","$70,14","$76,53","$81,40","$87,77","$94,06","$100,42","$106,79","$113,08","$119,45","$125,74","$132,10","$138,48","$144,76","$151,12","$157,50"
"1,1","$46,30","$53,19","$60,01","$65,52","$72,20","$78,89","$83,88","$90,52","$97,06","$103,61","$110,15","$116,70","$123,35","$129,90","$136,44","$142,98","$149,55","$156,07","$162,71"
"1,2","$47,49","$54,56","$61,66","$67,41","$74,27","$81,24","$86,44","$93,17","$99,98","$106,79","$113,62","$120,32","$127,15","$133,96","$140,78","$147,49","$154,31","$161,12","$167,93"
"1,3","$48,69","$56,58","$63,91","$70,59","$77,86","$85,21","$88,92","$95,91","$102,99","$109,99","$116,97","$124,06","$131,04","$138,03","$145,02","$152,10","$159,09","$166,08","$173,15"
"1,4","$49,87","$57,97","$65,59","$72,51","$80,06","$86,68","$91,41","$98,66","$105,91","$113,16","$120,43","$127,69","$134,95","$142,10","$149,35","$156,61","$163,87","$171,12","$178,39"
"1,5","$51,07","$59,53","$66,63","$74,36","$80,61","$88,17","$93,97","$101,40","$108,92","$116,35","$123,78","$131,30","$138,73","$146,27","$153,68","$161,22","$168,65","$176,08","$183,59"
"1,6","$52,26","$60,27","$68,29","$76,30","$82,67","$90,52","$96,45","$104,15","$111,84","$119,53","$127,24","$134,95","$142,64","$150,32","$158,03","$165,73","$173,43","$181,12","$188,82"
"1,7","$53,26","$61,75","$69,94","$76,71","$84,74","$92,86","$98,91","$106,90","$114,77","$122,73","$130,68","$138,56","$146,52","$154,41","$162,36","$170,23","$178,20","$186,08","$194,04"
"1,8","$53,61","$62,46","$70,63","$78,52","$86,82","$95,21","$101,49","$109,62","$117,78","$125,91","$134,05","$142,19","$150,32","$158,47","$166,69","$174,85","$182,96","$191,11","$199,27"
"1,9","$54,79","$63,36","$71,85","$80,42","$88,99","$97,48","$103,96","$112,37","$120,69","$129,10","$137,49","$145,82","$154,23","$162,64","$170,95","$179,37","$187,76","$196,08","$204,49"
2,"$55,45","$64,06","$72,89","$81,85","$89,28","$97,86","$106,46","$115,10","$123,68","$132,28","$140,86","$149,55","$158,11","$166,69","$175,27","$183,87","$192,53","$201,10","$209,70"
"2,1","$56,00","$64,87","$73,61","$82,47","$91,32","$100,18","$109,01","$117,78","$126,61","$135,47","$144,31","$153,15","$161,93","$170,78","$179,61","$188,46","$197,32","$206,06","$214,92"
"2,2","$57,16","$66,19","$75,28","$84,32","$93,35","$102,45","$111,50","$120,52","$129,62","$138,64","$147,68","$156,78","$165,81","$174,85","$183,94","$192,98","$202,08","$211,11","$220,13"
"2,3","$58,31","$67,61","$76,89","$86,20","$95,38","$104,68","$113,96","$123,26","$132,54","$141,83","$151,12","$160,41","$169,71","$178,99","$188,29","$197,57","$206,78","$216,06","$225,37"
"2,4","$59,47","$68,93","$78,49","$87,96","$97,50","$106,99","$116,53","$125,99","$135,56","$145,02","$154,58","$164,04","$173,59","$183,06","$192,53","$202,08","$211,55","$221,10","$230,58"
"2,5","$60,62","$70,33","$80,09","$89,82","$99,53","$109,27","$119,01","$128,72","$138,48","$148,19","$157,95","$167,67","$177,41","$187,14","$196,87","$206,59","$216,34","$226,06","$235,80"
"2,6","$61,75","$71,68","$81,68","$91,58","$101,57","$111,57","$121,48","$131,47","$141,39","$151,39","$161,39","$171,29","$181,30","$191,21","$201,21","$211,20","$221,10","$231,10","$241,02"
"2,7","$62,92","$73,07","$83,26","$93,45","$103,61","$113,78","$124,06","$134,21","$144,40","$154,58","$164,76",,,,,,,,
"2,8","$64,06","$74,43","$84,85","$95,29","$105,66","$116,08","$126,54","$136,96","$147,32","$157,76","$168,20",,,,,,,,
"2,9","$65,20","$75,82","$86,44","$97,06","$107,77","$118,39","$129,01","$139,71","$150,32","$160,94","$171,57",,,,,,,,
3,"$66,36","$77,18","$88,03","$98,91","$109,81","$120,69","$131,58","$142,36","$153,24","$164,14","$175,02",,,,,,,,
"3,1","$67,42","$78,57","$89,63","$100,78","$111,84","$122,89","$134,05","$145,11","$156,26","$167,31","$178,46",,,,,,,,
"3,2","$68,57","$79,90","$91,23","$102,55","$113,87","$125,19","$136,52","$147,85","$159,17","$170,51","$181,82",,,,,,,,
"3,3","$69,73","$81,31","$92,82","$104,40","$115,92","$127,50","$139,10","$150,59","$162,20","$173,70","$185,27",,,,,,,,
"3,4","$70,87","$82,64","$94,49","$106,27","$118,02","$129,80","$141,56","$153,33","$165,11","$176,87","$188,64",,,,,,,,
"3,5","$72,02","$84,07","$96,09","$108,04","$120,07","$132,10","$144,06","$156,07","$168,11","$180,05","$192,09",,,,,,,,
"3,6","$73,17","$85,38","$97,69","$109,90","$122,11","$134,32","$146,61","$158,82","$171,03","$183,25","$195,45",,,,,,,,
"3,7","$74,32","$86,80","$99,28","$111,74","$124,15","$136,62","$149,11","$161,57","$173,94","$186,43","$198,90",,,,,,,,
"3,8","$75,48","$88,12","$100,86","$113,52","$126,18","$138,92","$151,56","$164,31","$176,96","$189,62","$202,37",,,,,,,,
"3,9","$76,63","$89,54","$102,45","$115,38","$128,30","$141,23","$154,06","$166,97","$179,88","$192,80","$205,72",,,,,,,,
4,"$77,78","$90,95","$104,07","$117,15","$130,32","$143,44","$156,61","$169,71","$182,90","$195,98","$209,18",,,,,,,,
