h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3"
"0,5","$41,58","$45,65","$51,32","$56,99","$62,57","$68,22","$73,80","$79,45","$85,12","$90,70","$96,36","$102,03","$107,60","$113,26","$118,83","$124,49","$130,15","$135,73","$141,39"
"0,6","$42,23","$47,33","$53,27","$59,20","$65,03","$70,95","$76,89","$82,83","$88,66","$94,58","$100,52","$106,46","$112,29","$118,22","$124,15","$130,08","$135,91","$141,83","$147,76"
"0,7","$43,68","$49,02","$55,20","$61,40","$67,61","$73,70","$79,90","$86,09","$92,29","$98,48","$104,68","$110,87","$116,97","$123,18","$129,36","$135,56","$141,75","$147,95","$154,13"
"0,8","$44,24","$50,70","$57,16","$63,60","$70,07","$76,53","$83,01","$89,45","$95,91","$102,36","$108,82","$115,30","$121,75","$128,21","$134,66","$141,13","$147,59","$153,95","$160,41"
"0,9","$45,65","$52,38","$59,10","$65,84","$72,56","$79,28","$86,00","$92,73","$99,44","$106,27","$112,98","$119,71","$126,43","$133,16","$139,89","$146,61","$153,33","$160,06","$166,78"
1,"$48,86","$56,22","$63,48","$69,41","$76,53","$83,67","$89,11","$96,09","$103,09","$110,07","$117,06","$124,15","$131,13","$138,12","$145,11","$152,10","$159,17","$166,17","$173,15"
"1,1","$50,34","$57,98","$65,52","$71,67","$79,15","$86,55","$92,10","$99,36","$106,69","$113,96","$121,23","$128,56","$135,82","$143,08","$150,41","$157,67","$164,92","$172,27","$179,53"
"1,2","$51,81","$59,62","$67,54","$73,91","$81,69","$89,35","$95,21","$102,74","$110,24","$117,85","$125,37","$132,99","$140,50","$148,12","$155,63","$163,16","$170,78","$178,29","$185,89"
"1,3","$53,27","$61,95","$70,24","$77,66","$85,86","$94,05","$98,22","$106,08","$113,87","$121,75","$129,53","$137,41","$145,20","$153,08","$160,86","$168,73","$176,52","$184,40","$192,27"
"1,4","$54,76","$63,73","$72,28","$80,06","$88,44","$95,03","$101,32","$109,37","$117,49","$125,55","$133,69","$141,83","$149,89","$158,03","$166,17","$174,22","$182,36","$190,51","$198,55"
"1,5","$56,13","$64,88","$73,61","$82,36","$89,25","$97,82","$104,31","$112,73","$121,04","$129,46","$137,86","$146,27","$154,66","$162,99","$171,39","$179,81","$188,19","$196,53","$204,93"
"1,6","$57,61","$66,63","$75,65","$84,67","$91,87","$100,74","$107,32","$116,00","$124,66","$133,35","$142,01","$150,70","$159,36","$168,04","$176,62","$185,27","$193,95","$202,62","$211,30"
"1,7","$57,94","$68,38","$77,66","$85,28","$94,39","$103,52","$110,43","$119,36","$128,30","$137,25","$146,18","$155,10","$164,04","$172,98","$181,92","$190,85","$199,79","$208,71","$217,67"
"1,8","$59,39","$68,77","$78,14","$87,54","$96,93","$106,32","$113,43","$122,64","$131,93","$141,13","$150,32","$159,52","$168,73","$177,94","$187,14","$196,34","$205,55","$214,83","$224,03"
"1,9","$60,74","$70,49","$80,14","$89,80","$99,45","$109,22","$116,53","$125,99","$135,47","$144,93","$154,47","$163,94","$173,43","$182,90","$192,43","$201,92","$211,39","$220,86","$230,32"
2,"$61,44","$70,79","$80,53","$90,26","$100,07","$109,81","$119,53","$129,36","$139,10","$148,81","$158,64","$168,38","$178,10","$187,94","$197,67","$207,41","$217,22","$226,96","$236,69"
