h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8","2,9",3
"1,1","$63,65","$71,29","$78,42","$85,48","$93,17","$100,63","$108,68","$116,29","$124,43","$130,65","$137,18","$144,04","$151,24","$158,80","$166,74","$173,41","$180,35","$187,56","$195,06","$202,87","$210,98","$219,42","$226,00","$232,78","$239,77","$246,96"
"1,3","$68,11","$76,28","$83,91","$91,46","$99,70","$107,67","$116,29","$124,43","$133,13","$139,79","$146,78","$154,12","$161,83","$169,92","$178,41","$185,55","$192,97","$200,69","$208,72","$217,07","$225,75","$234,78","$241,82","$249,08","$256,55","$264,25"
"1,5","$72,88","$81,62","$89,79","$97,87","$106,67","$115,21","$124,43","$133,13","$142,45","$149,58","$157,06","$164,91","$173,15","$181,81","$190,90","$198,54","$206,48","$214,74","$223,33","$232,26","$241,55","$251,21","$258,75","$266,51","$274,51","$282,74"
"1,7","$77,98","$87,34","$96,07","$104,72","$114,14","$123,27","$133,13","$142,45","$152,43","$160,05","$168,05","$176,45","$185,28","$194,54","$204,27","$212,44","$220,93","$229,77","$238,96","$248,52","$258,46","$268,80","$276,86","$285,17","$293,72","$302,54"
"1,9","$83,44","$93,45","$102,80","$112,05","$122,13","$131,90","$142,45","$152,43","$163,10","$171,25","$179,81","$188,80","$198,24","$208,16","$218,56","$227,31","$236,40","$245,86","$255,69","$265,92","$276,55","$287,62","$296,24","$305,13","$314,29","$323,71"
"2,1","$88,44","$99,06","$108,96","$118,77","$129,46","$139,82","$151,00","$161,57","$172,88","$181,53","$190,60","$200,13","$210,14","$220,65","$231,68","$240,95","$250,58","$260,61","$271,03","$281,87","$293,15","$304,87","$314,02","$323,44","$333,14","$343,14"
"2,3","$93,75","$105,00","$115,50","$125,90","$137,23","$148,21","$160,06","$171,27","$183,25","$192,42","$202,04","$212,14","$222,75","$233,88","$245,58","$255,40","$265,62","$276,24","$287,29","$298,78","$310,74","$323,17","$332,86","$342,85","$353,13","$363,73"
"2,5","$99,38","$111,30","$122,43","$133,45","$145,46","$157,10","$169,67","$181,54","$194,25","$203,96","$214,16","$224,87","$236,11","$247,92","$260,31","$270,73","$281,56","$292,82","$304,53","$316,71","$329,38","$342,55","$352,83","$363,42","$374,32","$385,55"
"2,7","$105,34","$117,98","$129,78","$141,46","$154,19","$166,52","$179,85","$192,43","$205,91","$216,20","$227,01","$238,36","$250,28","$262,79","$275,93","$286,97","$298,45","$310,39","$322,80","$335,71","$349,14","$363,11","$374,00","$385,22","$396,78","$408,68"
"2,9","$110,61","$123,88","$136,27","$148,53","$161,90","$174,85","$188,84","$202,06","$216,20","$227,01","$238,36","$250,28","$262,79","$275,93","$289,73","$301,32","$313,37","$325,91","$338,94","$352,50","$366,60","$381,26","$392,70","$404,48","$416,62","$429,12"
3,"$116,14","$130,07","$143,08","$155,96","$169,99","$183,59","$198,28","$212,16","$227,01","$238,36","$250,28","$262,79","$275,93","$289,73","$304,22","$316,38","$329,04","$342,20","$355,89","$370,12","$384,93","$400,33","$412,34","$424,71","$437,45","$450,57"
