h,"0,4","0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8"
"0,5","$29,92","$34,30","$38,59","$42,96","$47,23","$51,61","$55,98","$60,26","$64,65","$68,92","$73,30","$78,43","$83,92","$89,79","$96,08"
"0,6","$33,45","$38,35","$43,28","$48,20","$53,10","$58,02","$62,93","$67,84","$72,77","$77,67","$82,60","$88,38","$94,57","$101,19","$108,27"
"0,7","$36,98","$42,52","$47,98","$53,43","$58,99","$64,43","$69,98","$75,43","$80,89","$86,43","$91,88","$98,31","$105,20","$112,56","$120,44"
"0,8","$40,48","$46,59","$52,67","$58,77","$64,75","$70,84","$76,94","$83,02","$89,12","$95,20","$101,18","$108,27","$115,85","$123,95","$132,63"
"0,9","$44,03","$50,64","$57,38","$63,99","$70,64","$77,25","$83,98","$90,61","$97,23","$103,86","$110,59","$118,33","$126,61","$135,48","$144,96"
1,"$47,55","$54,81","$61,97","$69,23","$76,51","$83,66","$90,93","$98,19","$105,46","$112,63","$119,88","$128,27","$137,25","$146,86","$157,14"
"1,1","$51,07","$58,87","$66,68","$74,47","$82,28","$90,19","$97,97","$105,78","$113,59","$121,38","$129,17","$138,21","$147,89","$158,24","$169,32"
"1,2","$56,78","$65,58","$74,23","$83,01","$89,91","$98,52","$107,02","$113,37","$121,70","$130,14","$138,48","$148,17","$158,54","$169,64","$181,51"
"1,3","$60,45","$70,45","$79,89","$88,46","$97,79","$105,05","$114,21","$120,95","$129,93","$138,79","$147,78","$158,12","$169,19","$181,03","$193,71"
"1,4","$64,12","$74,72","$84,82","$94,81","$103,80","$113,79","$123,68","$128,54","$138,06","$147,56","$157,17","$168,17","$179,95","$192,54","$206,02"
"1,5","$66,81","$78,35","$89,76","$99,35","$109,91","$118,72","$129,11","$136,03","$146,17","$156,32","$166,47","$178,13","$190,60","$203,94","$218,21"
"1,6","$70,08","$82,57","$93,68","$104,90","$116,00","$127,13","$135,58","$143,62","$154,41","$165,08","$175,77","$188,07","$201,23","$215,32","$230,39"
"1,7","$73,67","$85,64","$98,57","$110,34","$120,25","$131,87","$142,78","$151,19","$162,52","$173,84","$185,06","$198,01","$211,87","$226,70","$242,57"
"1,8","$77,28","$89,36","$103,46","$114,13","$125,66","$137,75","$149,86","$158,78","$170,64","$182,50","$194,36","$207,97","$222,52","$238,10","$254,77"
"1,9","$80,87","$93,50","$106,78","$118,90","$131,65","$144,29","$157,05","$166,37","$178,88","$191,26","$203,65","$217,91","$233,16","$249,48","$266,95"
2,"$82,80","$95,84","$108,87","$121,91","$134,84","$147,88","$160,92","$173,95","$186,99","$200,02","$213,06","$227,97","$243,93","$261,00","$279,28"
"2,1","$86,32","$99,90","$113,59","$127,14","$140,71","$154,29","$167,96","$181,54","$195,11","$208,78","$222,36","$237,93","$254,58","$272,40","$291,47"
"2,2","$89,87","$104,07","$118,18","$132,39","$146,59","$160,81","$174,91","$189,13","$203,33","$217,43","$231,64","$247,86","$265,21","$283,77","$303,64"
"2,3","$93,39","$108,14","$122,77","$137,52","$152,15","$166,90","$181,54","$196,27","$210,92","$225,68","$240,30","$257,12","$275,12","$294,38","$314,99"
