h,"0,3","0,4","0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5"
"0,3","$11,48","$12,64","$13,78","$14,36","$15,51","$16,66","$17,23","$18,37","$19,52","$20,67","$21,25","$22,40","$24,12"
"0,4","$12,06","$13,20","$14,36","$15,51","$16,08","$17,23","$18,37","$19,52","$20,67","$21,82","$22,40","$23,54","$25,27"
"0,5","$12,64","$13,78","$14,94","$16,08","$17,23","$18,37","$19,52","$20,67","$21,82","$22,97","$24,12","$25,27","$26,98"
"0,6","$13,20","$14,36","$15,51","$16,66","$17,80","$18,96","$20,10","$21,82","$22,97","$24,12","$25,27","$26,42","$28,72"
"0,7","$13,20","$14,94","$16,08","$17,23","$18,96","$20,10","$21,25","$22,40","$24,12","$25,27","$26,42","$28,14","$29,86"
"0,8","$13,78","$15,51","$16,66","$18,37","$19,52","$20,67","$22,40","$23,54","$25,27","$26,42","$28,14","$29,28","$31,59"
"0,9","$14,64","$16,41","$17,58","$19,33","$20,50","$22,26","$22,97","$24,68","$26,42","$27,57","$29,28","$30,44","$32,74"
"1,0","$15,24","$16,73","$18,51","$20,30","$22,09","$22,85","$24,12","$25,84","$27,57","$28,72","$30,44","$32,16","$34,45"
"1,1","$14,94","$17,48","$19,29","$20,90","$22,69","$24,01","$25,27","$26,98","$28,72","$29,86","$31,59","$33,30","$36,18"
"1,2","$15,51","$18,09","$19,90","$21,70","$23,29","$25,08","$25,84","$28,14","$29,86","$31,59","$33,30","$35,03","$37,32"
"1,3","$16,08","$18,69","$20,50","$22,91","$24,48","$26,28","$26,98","$28,72","$31,00","$32,74","$34,45","$36,18","$39,06"
"1,4","$17,07","$19,12","$20,90","$23,29","$25,08","$26,49","$28,14","$29,86","$32,16","$33,88","$35,60","$37,90","$40,20"
"1,5","$16,98","$19,72","$21,49","$23,89","$25,67","$27,52","$28,72","$31,00","$32,74","$35,03","$36,75","$39,06","$41,92"
"1,6","$17,58","$20,01","$22,37","$24,48","$26,49","$28,12","$29,86","$32,16","$33,88","$36,18","$38,48","$40,20","$43,64"
"1,7","$18,15","$20,50","$22,85","$24,72","$26,95","$29,29","$31,00","$33,30","$35,03","$37,32","$39,62","$41,92","$44,79"
"1,8","$18,37","$20,67","$22,97","$25,27","$27,57","$29,86","$31,59","$33,88","$36,18","$38,48","$40,77","$43,07","$46,51"
"1,9","$18,37","$21,25","$23,54","$25,84","$28,14","$31,00","$33,30","$35,60","$37,90","$40,77","$43,07","$45,37","$47,66"
"2,0","$18,96","$21,25","$24,12","$26,42","$29,28","$31,59","$33,88","$36,75","$39,06","$41,92","$44,21","$47,08","$49,38"
"2,1","$19,52","$21,82","$24,68","$26,98","$29,86","$32,74","$35,03","$37,90","$40,20","$43,07","$45,37","$48,24","$51,10"
"2,2","$20,10","$22,40","$25,27","$28,14","$30,44","$33,30","$36,18","$39,06","$41,34","$44,21","$47,08","$49,38","$52,26"
