h,"0,3","0,4","0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5"
"0,3","$10,89","$11,94","$12,97","$14,00","$14,52","$15,56","$16,60","$17,64","$18,68","$19,71","$20,75","$21,79","$23,35"
"0,4","$11,41","$12,45","$13,49","$14,52","$15,56","$16,60","$17,64","$18,68","$20,23","$21,26","$22,31","$23,35","$24,90"
"0,5","$11,94","$12,97","$14,00","$15,56","$16,60","$17,64","$19,19","$20,23","$21,26","$22,82","$23,86","$24,90","$26,98"
"0,6","$12,45","$13,49","$15,05","$16,07","$17,64","$18,68","$20,23","$21,26","$22,82","$23,86","$25,42","$26,45","$28,53"
"0,7","$12,97","$14,52","$15,56","$17,13","$18,68","$19,71","$21,26","$22,82","$24,38","$25,42","$26,98","$28,53","$30,61"
"0,8","$13,49","$15,05","$16,60","$18,16","$19,19","$20,75","$22,31","$23,86","$25,42","$26,98","$28,53","$30,09","$32,17"
"0,9","$14,29","$15,87","$17,47","$19,05","$20,64","$22,22","$23,86","$25,42","$26,98","$28,53","$30,09","$31,64","$34,23"
1,"$14,29","$16,72","$18,34","$20,49","$22,12","$23,28","$24,90","$26,45","$28,53","$30,09","$31,64","$33,72","$35,79"
"1,1","$14,11","$17,43","$19,61","$21,04","$23,20","$24,35","$25,94","$28,01","$29,57","$31,64","$33,20","$35,27","$37,87"
"1,2","$14,65","$17,98","$20,15","$22,32","$24,29","$26,44","$26,98","$29,04","$31,13","$33,20","$35,27","$36,83","$39,95"
"1,3","$15,19","$18,52","$20,70","$22,88","$25,36","$27,51","$28,53","$30,61","$32,68","$34,76","$36,83","$38,91","$41,50"
"1,4","$16,48","$19,43","$21,58","$23,73","$25,90","$28,18","$29,57","$31,64","$33,72","$36,31","$38,39","$40,46","$43,58"
"1,5","$16,94","$19,96","$22,12","$24,82","$26,98","$29,10","$30,61","$32,68","$35,27","$37,35","$39,95","$42,01","$45,14"
"1,6","$17,47","$20,20","$22,86","$25,36","$27,65","$30,16","$31,64","$34,23","$36,83","$38,91","$41,50","$44,10","$47,20"
"1,7","$18,00","$20,64","$23,28","$26,05","$28,57","$31,22","$32,68","$35,27","$37,87","$40,46","$43,06","$45,65","$48,76"
"1,8","$18,16","$20,75","$23,35","$25,94","$29,04","$31,64","$34,23","$36,83","$39,42","$42,01","$44,61","$47,20","$50,84"
"1,9","$18,68","$21,26","$24,38","$26,98","$30,09","$32,68","$35,79","$38,39","$41,50","$44,10","$46,68","$49,80","$52,39"
2,"$19,19","$22,31","$24,90","$28,01","$31,13","$33,72","$36,83","$39,95","$42,54","$45,65","$48,76","$51,36","$54,47"
"2,1","$19,71","$22,82","$25,94","$28,53","$31,64","$34,76","$37,87","$40,98","$44,10","$47,20","$50,32","$53,43","$56,03"
"2,2","$20,23","$23,35","$26,45","$29,57","$32,68","$35,79","$38,91","$42,01","$45,65","$48,76","$51,87","$54,99","$58,11"
