h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8","2,9",3,"3,1","3,2","3,3"
"1,1","$22,00","$24,20","$26,62","$29,02","$31,34","$33,85","$35,88","$38,03","$40,31","$42,33","$44,45","$46,67","$49,00","$50,96","$53,00","$55,12","$57,33","$59,05","$60,82","$62,64","$64,52","$66,46","$68,45","$70,50","$72,62","$74,80","$77,04","$79,36","$81,74"
"1,3","$23,32","$25,66","$28,22","$30,76","$33,22","$35,88","$38,03","$40,31","$42,73","$44,87","$47,11","$49,47","$51,94","$54,02","$56,18","$58,43","$60,76","$62,59","$64,47","$66,40","$68,39","$70,44","$72,56","$74,73","$76,98","$79,28","$81,66","$84,11","$86,63"
"1,5","$24,72","$27,19","$29,91","$32,61","$35,21","$38,03","$40,31","$42,73","$45,30","$47,56","$49,94","$52,44","$55,06","$57,26","$59,55","$61,93","$64,41","$66,34","$68,33","$70,38","$72,49","$74,67","$76,91","$79,22","$81,59","$84,04","$86,56","$89,16","$91,83"
"1,7","$26,21","$28,83","$31,71","$34,56","$37,33","$40,31","$42,73","$45,30","$48,01","$50,42","$52,94","$55,58","$58,36","$60,70","$63,12","$65,65","$68,28","$70,32","$72,43","$74,61","$76,84","$79,15","$81,52","$83,97","$86,49","$89,08","$91,75","$94,50","$97,34"
"1,9","$27,52","$30,27","$33,29","$36,29","$39,19","$42,33","$44,87","$47,56","$50,42","$52,94","$55,58","$58,36","$61,28","$63,73","$66,28","$68,93","$71,69","$73,84","$76,06","$78,34","$80,69","$83,11","$85,60","$88,17","$90,81","$93,54","$96,35","$99,24","$102,21"
"2,1","$28,89","$31,78","$34,96","$38,11","$41,15","$44,45","$47,11","$49,94","$52,94","$55,58","$58,36","$61,28","$64,34","$66,92","$69,59","$72,38","$75,27","$77,53","$79,86","$82,25","$84,72","$87,26","$89,88","$92,58","$95,35","$98,22","$101,17","$104,20","$107,33"
"2,3","$30,34","$33,37","$36,71","$40,01","$43,21","$46,67","$49,47","$52,44","$55,58","$58,36","$61,28","$64,34","$67,56","$70,26","$73,07","$76,00","$79,04","$81,41","$83,85","$86,37","$88,96","$91,63","$94,37","$97,21","$100,12","$103,13","$106,22","$109,41","$112,69"
"2,5","$31,85","$35,04","$38,54","$42,01","$45,37","$49,00","$51,94","$55,06","$58,36","$61,28","$64,34","$67,56","$70,94","$73,78","$76,73","$79,80","$82,99","$85,48","$88,04","$90,68","$93,41","$96,21","$99,09","$102,07","$105,13","$108,28","$111,53","$114,87","$118,32"
"2,7","$33,13","$36,44","$40,08","$43,69","$47,19","$50,96","$54,02","$57,26","$60,70","$63,73","$66,92","$70,26","$73,78","$76,73","$79,80","$82,99","$86,31","$88,90","$91,56","$94,31","$97,14","$100,06","$103,06","$106,15","$109,33","$112,61","$115,99","$119,47","$123,05"
"2,9","$34,45","$37,90","$41,69","$45,44","$49,07","$53,00","$56,18","$59,55","$63,12","$66,28","$69,59","$73,07","$76,73","$79,80","$82,99","$86,31","$89,76","$92,45","$95,23","$98,08","$101,03","$104,06","$107,18","$110,39","$113,71","$117,12",,,
"3,1","$35,83","$39,41","$43,36","$47,26","$51,04","$55,12","$58,43","$61,93","$65,65","$68,93","$72,38","$76,00","$79,80","$82,99","$86,31","$89,76","$93,35","$96,15","$99,04","$102,01","$105,07","$108,22","$111,47","$114,81","$118,25","$121,80",,,
"3,3","$37,26","$40,99","$45,09","$49,15","$53,08","$57,32","$60,77","$64,41","$68,28","$71,69","$75,28","$79,04","$82,99","$86,31","$89,76","$93,35","$97,08","$100,00","$103,00","$106,09","$109,27","$112,55","$115,93","$119,40","$122,98","$126,67",,,
"3,5","$38,75","$42,63","$46,90","$51,12","$55,20","$59,62","$63,20","$66,98","$71,01","$74,55","$78,29","$82,20","$86,31","$89,76","$93,35","$97,08","$100,97","$104,00","$107,12","$110,33","$113,64","$117,05","$120,57","$124,18","$127,90","$131,74",,,
"3,7","$40,30","$44,33","$48,77","$53,16","$57,41","$62,00","$65,73","$69,66","$73,85","$77,54","$81,42","$85,49","$89,76","$93,35","$97,09","$100,97","$105,01","$108,16","$111,41","$114,75","$118,19","$121,73","$125,39","$129,15","$133,02","$137,01",,,
"3,9","$41,92","$46,10","$50,73","$55,29","$59,71","$64,48","$68,35","$72,45","$76,80","$80,64","$84,67","$88,91","$93,35","$97,09","$100,97","$105,01","$109,21","$112,48","$115,86","$119,34","$122,92","$126,60","$130,40","$134,31","$138,34","$142,49",,,
"4,1","$43,59","$47,95","$52,75","$57,50","$62,10","$67,06","$71,09","$75,35","$79,87","$83,86","$88,06","$92,47","$97,09","$100,97","$105,01","$109,21","$113,57","$116,98","$120,50","$124,11","$127,83","$131,67","$135,62","$139,68","$143,87","$148,19",,,
"4,3","$45,34","$49,87","$54,86","$59,80","$64,58","$69,74","$73,93","$78,36","$83,07","$87,22","$91,58","$96,16","$100,97","$105,01","$109,21","$113,58","$118,12","$121,66","$125,32","$129,08","$132,95","$136,93","$141,05","$145,27","$149,62","$154,12",,,
"4,5","$47,15","$51,86","$57,06","$62,19","$67,17","$72,53","$76,89","$81,50","$86,39","$90,71","$95,25","$100,01","$105,01","$109,21","$113,58","$118,12","$122,84","$126,53","$130,33","$134,24","$138,26","$142,41","$146,69","$151,08","$155,61","$160,28",,,
