h,"0,5","0,6","0,7","0,8","0,9",1,"1,1","1,2","1,3","1,4","1,5","1,6","1,7","1,8","1,9",2,"2,1","2,2","2,3","2,4","2,5","2,6","2,7","2,8","2,9",3,"3,1","3,2","3,3"
"1,1","$63,65","$71,29","$78,42","$85,48","$93,17","$100,63","$108,68","$116,29","$124,43","$130,65","$137,18","$144,04","$151,24","$158,80","$166,74","$173,41","$180,35","$187,56","$195,06","$202,87","$210,98","$219,42","$226,00","$232,78","$239,77","$246,96","$254,37","$262,00","$269,86"
"1,3","$68,11","$76,28","$83,91","$91,46","$99,70","$107,67","$116,29","$124,43","$133,13","$139,79","$146,78","$154,12","$161,83","$169,92","$178,41","$185,55","$192,97","$200,69","$208,72","$217,07","$225,75","$234,78","$241,82","$249,08","$256,55","$264,25","$272,18","$280,34","$288,75"
"1,5","$72,88","$81,62","$89,79","$97,87","$106,67","$115,21","$124,43","$133,13","$142,45","$149,58","$157,06","$164,91","$173,15","$181,81","$190,90","$198,54","$206,48","$214,74","$223,33","$232,26","$241,55","$251,21","$258,75","$266,51","$274,51","$282,74","$291,22","$299,96","$308,96"
"1,7","$77,98","$87,34","$96,07","$104,72","$114,14","$123,27","$133,13","$142,45","$152,43","$160,05","$168,05","$176,45","$185,28","$194,54","$204,27","$212,44","$220,93","$229,77","$238,96","$248,52","$258,46","$268,80","$276,86","$285,17","$293,72","$302,54","$311,62","$320,96","$330,59"
"1,9","$83,44","$93,45","$102,80","$112,05","$122,13","$131,90","$142,45","$152,43","$163,10","$171,25","$179,81","$188,80","$198,24","$208,16","$218,56","$227,31","$236,40","$245,86","$255,69","$265,92","$276,55","$287,62","$296,24","$305,13","$314,29","$323,71","$333,42","$343,42","$353,73"
"2,1","$88,44","$99,06","$108,96","$118,77","$129,46","$139,82","$151,00","$161,57","$172,88","$181,53","$190,60","$200,13","$210,14","$220,65","$231,68","$240,95","$250,58","$260,61","$271,03","$281,87","$293,15","$304,87","$314,02","$323,44","$333,14","$343,14","$353,43","$364,04","$374,96"
"2,3","$93,75","$105,00","$115,50","$125,90","$137,23","$148,21","$160,06","$171,27","$183,25","$192,42","$202,04","$212,14","$222,75","$233,88","$245,58","$255,40","$265,62","$276,24","$287,29","$298,78","$310,74","$323,17","$332,86","$342,85","$353,13","$363,73","$374,64","$385,88","$397,46"
"2,5","$99,38","$111,30","$122,43","$133,45","$145,46","$157,10","$169,67","$181,54","$194,25","$203,96","$214,16","$224,87","$236,11","$247,92","$260,31","$270,73","$281,56","$292,82","$304,53","$316,71","$329,38","$342,55","$352,83","$363,42","$374,32","$385,55","$397,12","$409,03","$421,30"
"2,7","$105,34","$117,98","$129,78","$141,46","$154,19","$166,52","$179,85","$192,43","$205,91","$216,20","$227,01","$238,36","$250,28","$262,79","$275,93","$286,97","$298,45","$310,39","$322,80","$335,71","$349,14","$363,11","$374,00","$385,22","$396,78","$408,68","$420,94","$433,57","$446,58"
"2,9","$110,61","$123,88","$136,27","$148,53","$161,90","$174,85","$188,84","$202,06","$216,20","$227,01","$238,36","$250,28","$262,79","$275,93","$289,73","$301,32","$313,37","$325,91","$338,94","$352,50","$366,60","$381,26","$392,70","$404,48","$416,62","$429,12",,,
"3,1","$116,14","$130,07","$143,08","$155,96","$169,99","$183,59","$198,28","$212,16","$227,01","$238,36","$250,28","$262,79","$275,93","$289,73","$304,22","$316,38","$329,04","$342,20","$355,89","$370,12","$384,93","$400,33","$412,34","$424,71","$437,45","$450,57",,,
"3,3","$121,95","$136,57","$150,23","$163,76","$178,49","$192,77","$208,19","$222,77","$238,36","$250,28","$262,79","$275,93","$289,73","$304,22","$319,43","$332,20","$345,49","$359,31","$373,68","$388,63","$404,18","$420,35","$432,96","$445,95","$459,32","$473,10",,,
"3,5","$128,04","$143,40","$157,75","$171,95","$187,41","$202,41","$218,60","$233,91","$250,28","$262,79","$275,93","$289,73","$304,21","$319,43","$335,40","$348,81","$362,77","$377,28","$392,37","$408,06","$424,39","$441,36","$454,60","$468,24","$482,29","$496,75",,,
"3,7","$134,45","$150,57","$165,63","$180,54","$196,78","$212,53","$229,53","$245,60","$262,79","$275,93","$289,73","$304,21","$319,42","$335,40","$352,17","$366,25","$380,90","$396,14","$411,99","$428,46","$445,60","$463,43","$477,34","$491,65","$506,40","$521,59",,,
"3,9","$141,17","$158,10","$173,91","$189,57","$206,62","$223,15","$241,01","$257,88","$275,93","$289,73","$304,22","$319,42","$335,39","$352,17","$369,78","$384,56","$399,95","$415,95","$432,59","$449,88","$467,88","$486,60","$501,20","$516,24","$531,72","$547,67",,,
"4,1","$148,23","$166,01","$182,61","$199,05","$216,96","$234,31","$253,06","$270,78","$289,73","$304,21","$319,43","$335,39","$352,16","$369,78","$388,27","$403,79","$419,95","$436,74","$454,22","$472,38","$491,28","$510,93","$526,26","$542,05","$558,31","$575,05",,,
"4,3","$155,64","$174,31","$191,74","$209,00","$227,80","$246,03","$265,71","$284,31","$304,22","$319,43","$335,40","$352,16","$369,77","$388,27","$407,68","$423,98","$440,95","$458,58","$476,93","$496,00","$515,84","$536,48","$552,58","$569,15","$586,22","$603,81",,,
"4,5","$163,42","$183,02","$201,33","$219,45","$239,19","$258,33","$279,00","$298,53","$319,43","$335,40","$352,17","$369,77","$388,26","$407,68","$428,07","$445,18","$462,99","$481,51","$500,77","$520,80","$541,64","$563,30","$580,20","$597,61","$615,54","$634,00",,,
